Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,distance,City_Name,month,day_of_week,weekend,day,quarter,Food_preparation_time,pickup_cluster,dropoff_cluster,Time_taken(min)
28.0,4.8,4,1.0,0,0,2,1.0,0,3.0,14.104055513838368,5,3,2,0,2,1,15.0,0,0,24
28.0,5.0,6,1.0,2,0,1,0.0,0,3.0,9.245563536099304,10,3,1,0,8,1,15.0,8,8,11
24.0,4.8,0,4.0,1,2,2,1.0,0,3.0,14.104552793756133,5,3,6,1,6,1,15.0,0,0,30
35.0,4.1,5,4.0,2,2,3,1.0,0,0.0,6.691286393155308,15,2,0,0,14,1,15.0,9,9,31
29.0,4.9,4,4.0,1,3,2,0.0,0,3.0,9.835854858129244,6,4,0,0,4,2,10.0,5,5,25
39.0,4.7,6,1.0,2,1,3,0.0,0,3.0,1.0845568456494032,5,3,2,0,9,1,5.0,0,0,25
29.479166666666668,4.639285714285714,3,2.0,2,3,3,1.0,0,3.0,12.021600359933394,6,3,4,0,4,1,10.0,5,5,24
36.0,4.6,5,2.0,0,3,2,1.0,0,3.0,3.2630966719141927,17,3,6,1,13,1,5.0,18,18,22
23.0,4.8,5,4.0,2,2,3,0.0,0,2.0,8.216157916446686,10,3,6,1,6,1,5.0,8,8,19
30.0,3.8,4,4.0,2,3,3,1.0,0,2.0,13.7254084761437,18,3,6,1,27,1,10.0,7,7,32
38.0,4.5,3,4.0,2,2,3,1.0,0,3.0,5.4230550782201785,5,3,5,1,5,1,10.0,0,0,29
29.0,4.6,1,1.0,1,3,3,1.0,0,3.0,10.927398701067691,11,3,4,0,25,1,15.0,3,3,21
27.0,4.5,6,4.0,2,0,3,1.0,0,3.0,8.940596510074322,11,3,3,0,10,1,5.0,3,3,26
35.0,4.6,1,4.0,0,2,2,1.0,1,3.0,12.915403423712377,11,3,4,0,25,1,5.0,3,3,51
21.0,4.6,0,4.0,0,0,2,1.0,0,3.0,3.1671277938631133,18,3,6,1,13,1,15.0,7,7,27
25.0,4.6,0,2.0,1,2,3,1.0,0,3.0,4.090012850860288,19,4,6,1,3,2,5.0,2,2,17
39.0,5.0,0,1.0,2,0,1,1.0,0,3.0,2.054616204429499,10,3,6,1,13,1,10.0,8,8,18
27.0,4.7,4,1.0,1,0,3,1.0,0,3.0,6.315410528081811,16,3,1,0,1,1,5.0,15,15,15
35.0,4.8,0,3.0,2,1,2,1.0,0,3.0,2.1856874810093294,6,3,3,0,17,1,10.0,5,5,27
28.166666666666668,4.622222222222223,3,2.0,2,3,3,0.0,0,3.0,3.070334395561275,4,2,6,1,13,1,10.0,12,12,30
28.0,5.0,6,3.0,2,0,3,1.0,0,3.0,3.973619936638772,11,4,4,0,1,2,10.0,3,3,21
37.0,4.8,5,1.0,2,3,2,0.0,0,2.0,3.2533422020774254,5,3,0,0,21,1,5.0,0,0,12
36.0,4.8,6,1.0,1,3,2,0.0,0,3.0,5.425682732987947,3,4,6,1,3,2,5.0,11,11,22
27.0,4.8,4,1.0,2,2,3,1.0,0,3.0,13.875555137052924,0,2,2,0,16,1,10.0,19,19,18
32.0,5.0,5,1.0,2,1,2,1.0,0,3.0,6.510796430411748,3,3,5,1,26,1,15.0,11,11,16
22.0,4.8,1,4.0,1,1,2,1.0,0,3.0,3.167351589382028,18,3,0,0,28,1,5.0,7,7,20
29.0,4.3,5,4.0,0,1,2,1.0,0,2.0,3.081283358712658,10,3,5,1,19,1,15.0,8,8,44
24.0,4.6,1,4.0,1,3,2,1.0,0,3.0,8.49785772225689,9,3,5,1,12,1,15.0,13,13,38
30.0,5.0,4,2.0,0,1,2,1.0,0,3.0,13.502351658673899,20,3,2,0,23,1,5.0,1,1,37
25.0,4.5,4,1.0,2,1,3,1.0,0,2.0,0.9933790950089925,11,3,1,0,1,1,5.0,3,3,16
38.0,4.9,5,1.0,0,0,2,1.0,0,2.0,1.0849382839143804,3,3,5,1,26,1,10.0,11,11,26
35.0,4.2,6,1.0,0,1,2,0.0,0,2.0,6.230570479574133,20,4,6,1,3,2,5.0,1,1,24
38.0,4.2,5,4.0,2,2,3,2.0,0,2.0,9.789638140647101,17,3,6,1,27,1,10.0,18,18,33
30.0,5.0,0,1.0,0,2,2,1.0,0,3.0,6.142937521229799,4,2,1,0,15,1,15.0,12,12,29
25.0,4.6,1,4.0,0,1,2,1.0,0,3.0,7.365614905708422,16,3,0,0,14,1,5.0,15,15,45
36.0,4.9,4,2.0,1,2,2,1.0,0,3.0,5.135448964979227,10,3,5,1,19,1,15.0,8,8,25
24.0,4.5,4,1.0,0,3,2,1.0,0,3.0,2.981597936191486,11,3,5,1,5,1,5.0,3,3,18
20.0,4.6,3,4.0,0,0,2,1.0,0,3.0,13.393753351707197,21,3,3,0,10,1,10.0,1,1,30
26.0,4.8,0,4.0,0,3,2,2.0,0,3.0,7.946567721002284,11,3,6,1,27,1,5.0,3,3,38
36.0,4.6,5,4.0,2,0,3,1.0,0,3.0,8.41216188100676,16,3,2,0,2,1,10.0,15,15,18
26.0,4.9,4,4.0,0,0,2,1.0,0,3.0,3.263317310970422,17,4,6,1,3,2,15.0,18,18,28
36.0,4.7,4,4.0,1,1,3,0.0,0,3.0,8.675926524699108,5,3,6,1,6,1,10.0,0,0,28
20.0,4.6,6,4.0,0,2,2,1.0,0,2.0,7.593251434468809,5,3,1,0,29,1,5.0,0,0,30
34.0,4.9,4,2.0,1,0,2,1.0,0,3.0,4.3511544547041465,17,4,4,0,1,2,5.0,18,18,29
28.0,4.7,0,1.0,0,2,2,1.0,0,3.0,8.676739129897117,5,4,2,0,6,2,5.0,0,0,22
22.0,4.8,1,1.0,1,3,3,0.0,0,3.0,1.0270170074733573,10,3,2,0,9,1,10.0,8,8,13
31.0,4.9,6,1.0,2,1,3,1.0,0,3.0,1.0622280965636677,9,3,5,1,26,1,10.0,6,6,29
32.0,4.6,1,4.0,2,2,3,0.0,0,3.0,6.525907016332112,17,3,3,0,17,1,10.0,18,18,25
29.0,4.6,3,1.0,2,2,3,1.0,0,3.0,10.968850285448761,12,2,5,1,12,1,10.0,10,10,16
30.0,4.8,3,3.0,2,3,3,1.0,0,2.0,4.211825319254583,16,4,1,0,5,2,10.0,15,15,29
22.0,5.0,3,3.0,2,0,3,1.0,0,3.0,1.0876511715947823,17,3,0,0,7,1,10.0,18,18,16
25.0,4.9,6,1.0,2,1,3,1.0,0,3.0,3.254900225796343,3,4,1,0,5,2,10.0,11,11,17
39.0,4.8,4,2.0,2,0,3,1.0,0,2.0,2.9799773541355044,11,3,2,0,9,1,15.0,3,3,30
30.0,4.1,0,1.0,1,0,2,0.0,0,2.0,11.298038741740783,10,3,5,1,12,1,10.0,8,8,39
30.0,4.9,6,3.0,1,2,2,1.0,0,3.0,2.185567940908054,6,3,3,0,3,1,5.0,5,5,25
22.0,5.0,4,1.0,2,1,3,0.0,0,3.0,13.49929636041832,20,3,6,1,27,1,15.0,1,1,10
39.0,4.7,6,3.0,2,2,3,1.0,0,3.0,4.153921973257374,20,3,4,0,11,1,15.0,1,1,29
20.0,5.0,0,4.0,1,0,3,1.0,0,3.0,13.958584148291104,12,2,4,0,18,1,15.0,10,10,38
29.0,4.7,6,2.0,2,2,3,0.0,0,0.0,5.278919304798444,18,3,3,0,17,1,5.0,7,7,21
24.0,4.6,5,4.0,1,2,3,0.0,0,3.0,3.157515866540573,16,3,0,0,28,1,15.0,15,15,11
33.0,4.9,5,2.0,1,0,3,1.0,0,2.0,11.247535104246356,19,3,1,0,8,1,10.0,2,2,15
29.175,4.573469387755102,2,0.0,3,0,3,1.0,0,3.0,11.93746416187231,3,3,3,0,10,1,10.0,11,11,29
35.0,4.0,0,4.0,1,0,3,1.0,0,3.0,5.136334075879719,10,3,3,0,3,1,5.0,8,8,37
26.0,4.7,4,4.0,1,2,3,1.0,0,3.0,7.613892216850292,17,3,2,0,2,1,15.0,18,18,19
25.0,4.9,5,2.0,2,3,3,0.0,0,2.0,10.927398701067691,11,3,0,0,14,1,15.0,3,3,16
37.0,5.0,6,4.0,1,1,3,1.0,0,3.0,6.5778107073969565,13,2,6,1,13,1,10.0,5,5,27
38.0,4.9,4,2.0,1,3,2,1.0,0,3.0,6.231988248286537,20,4,6,1,3,2,15.0,1,1,26
38.0,4.5,4,2.0,2,3,3,1.0,0,3.0,13.90103520083956,11,3,5,1,12,1,5.0,3,3,36
32.0,4.3,1,4.0,0,0,2,1.0,0,3.0,6.509448777627867,5,3,4,0,11,1,5.0,0,0,33
25.0,4.7,4,2.0,0,3,2,1.0,0,0.0,9.243849949796324,10,3,5,1,12,1,15.0,8,8,29
38.0,4.6,3,4.0,0,2,2,1.0,0,3.0,5.311687369875661,9,3,5,1,5,1,15.0,6,6,46
33.0,4.2,3,4.0,0,2,2,3.0,0,3.0,4.967024909182976,11,3,4,0,11,1,5.0,3,3,46
20.0,4.7,0,4.0,2,1,2,1.0,0,3.0,6.436345185777641,8,2,6,1,13,1,10.0,20,16,29
35.0,4.6,4,1.0,1,1,3,0.0,0,2.0,13.394907815754244,21,4,2,0,6,2,10.0,1,1,21
37.0,4.0,0,4.0,1,3,2,3.0,0,3.0,11.422447363571456,20,3,6,1,6,1,15.0,1,1,47
29.0,4.4,4,1.0,0,2,2,1.0,0,3.0,2.054568405442569,10,3,3,0,24,1,10.0,8,8,18
30.0,4.8,3,2.0,1,2,3,0.0,0,2.0,10.926380633117658,11,3,1,0,8,1,10.0,3,3,22
31.0,4.6,3,1.0,2,2,3,1.0,0,2.0,8.679635241620966,3,3,3,0,10,1,15.0,11,11,24
24.0,4.5,3,4.0,2,0,3,1.0,0,3.0,11.2996010708667,10,3,2,0,23,1,15.0,8,8,23
21.0,4.6,1,1.0,0,2,2,1.0,0,3.0,7.212517982706905,21,4,5,1,2,2,5.0,1,1,24
35.0,5.0,4,1.0,1,3,3,1.0,0,3.0,9.835047591296833,6,3,6,1,6,1,10.0,5,5,16
33.0,4.1,5,4.0,0,1,2,1.0,0,3.0,7.3651373814200305,16,4,0,0,4,2,10.0,15,15,41
27.0,4.6,0,2.0,0,0,2,1.0,1,0.0,11.965113255369777,17,3,2,0,2,1,5.0,18,18,41
39.0,4.0,4,2.0,0,3,2,2.0,0,3.0,7.614040546486762,17,3,2,0,16,1,5.0,18,18,38
25.0,4.9,6,1.0,2,0,3,1.0,0,0.0,11.964687719504822,17,4,0,0,4,2,15.0,18,18,13
24.0,4.6,6,3.0,0,3,2,1.0,0,3.0,2.124756198402372,9,3,3,0,17,1,15.0,6,6,20
31.0,4.0,3,2.0,0,2,2,1.0,0,3.0,4.371261963309223,6,3,0,0,28,1,5.0,5,5,34
29.0,4.6,4,4.0,0,1,2,1.0,0,3.0,11.567708163334311,16,3,2,0,16,1,15.0,15,15,37
25.0,4.6,3,4.0,2,3,3,0.0,0,3.0,9.201343099756997,19,3,2,0,16,1,5.0,2,2,16
21.0,4.6,6,2.0,0,0,2,0.0,0,3.0,8.702526573465095,17,3,2,0,16,1,5.0,18,18,34
38.0,4.9,5,1.0,1,0,3,1.0,0,3.0,7.21252270766288,21,3,2,0,2,1,15.0,1,1,23
31.0,4.9,6,4.0,2,2,3,1.0,0,3.0,9.764790777283187,3,3,6,1,6,1,5.0,11,11,29
23.0,4.2,4,2.0,0,0,2,1.0,0,2.0,7.212507865077237,21,3,5,1,12,1,5.0,1,1,35
35.0,4.8,0,1.0,2,0,2,1.0,0,3.0,5.424772039550687,3,3,0,0,7,1,15.0,11,11,18
39.0,4.4,3,2.0,0,3,2,1.0,0,3.0,3.0911283056278167,21,4,4,0,1,2,10.0,1,1,31
28.0,4.7,5,3.0,1,3,2,0.0,0,2.0,4.3511544547041465,17,3,3,0,3,1,15.0,18,18,11
27.0,4.6,4,4.0,2,2,1,1.0,0,2.0,5.258872493422251,16,3,4,0,11,1,5.0,15,15,29
37.0,4.8,6,4.0,2,3,3,1.0,0,3.0,8.606665298264291,15,2,0,0,14,1,10.0,9,9,27
32.0,4.7,3,2.0,1,1,3,0.0,0,3.0,3.1674527034113127,18,3,4,0,11,1,15.0,7,7,30
33.0,4.1,5,2.0,0,3,2,1.0,0,3.0,13.288408786471715,19,3,1,0,29,1,5.0,2,2,32
36.0,4.7,3,1.0,2,3,1,1.0,0,3.0,3.1586938947868957,16,3,1,0,1,1,15.0,15,15,29
36.0,4.3,3,4.0,2,1,1,0.0,0,3.0,6.231529934961439,20,4,4,0,1,2,15.0,1,1,32
22.0,4.7,5,2.0,0,2,2,1.0,0,3.0,5.311364534801321,9,3,1,0,1,1,5.0,6,6,23
21.0,4.6,1,2.0,0,0,2,1.0,0,3.0,4.108068018188844,10,3,0,0,28,1,5.0,8,8,26
35.0,4.5,4,1.0,1,1,2,0.0,0,3.0,3.1672106300145626,18,3,3,0,3,1,5.0,7,7,27
34.0,4.8,4,4.0,0,1,2,1.0,0,3.0,13.354694217971216,10,3,4,0,18,1,5.0,8,8,43
22.0,4.7,0,2.0,2,3,3,1.0,0,3.0,6.335413463111257,18,4,4,0,1,2,5.0,7,7,16
23.0,4.7,3,1.0,1,1,2,1.0,0,2.0,14.14125185307086,17,3,2,0,2,1,10.0,18,18,16
30.72972972972973,4.609615384615385,2,0.0,3,3,1,1.0,0,3.0,8.702526573465095,17,3,5,1,12,1,10.0,18,18,36
23.0,4.7,1,4.0,0,1,2,1.0,1,3.0,13.914123028559564,11,3,2,0,2,1,5.0,3,3,48
22.0,4.4,1,2.0,1,3,2,0.0,0,3.0,11.520278289077282,2,2,5,1,12,1,10.0,7,7,39
33.0,4.5,4,4.0,2,1,3,1.0,0,2.0,8.49782471133517,9,3,6,1,6,1,15.0,6,13,35
29.0,4.6,4,1.0,0,2,2,1.0,0,2.0,9.501631802191751,18,3,4,0,18,1,15.0,7,7,24
20.0,4.6,6,4.0,1,3,2,1.0,0,3.0,13.355004911487898,10,3,1,0,8,1,5.0,8,8,26
29.91304347826087,4.577586206896552,2,0.0,3,2,0,0.0,0,3.0,4.350834763639,17,3,5,1,19,1,10.0,18,18,28
20.0,4.7,0,1.0,0,0,2,1.0,0,3.0,6.526215466918455,17,3,5,1,5,1,15.0,18,18,19
24.0,4.4,6,3.0,0,0,2,0.0,0,3.0,2.185724110271479,6,3,3,0,24,1,10.0,5,5,34
20.0,4.9,3,3.0,0,1,2,1.0,0,2.0,1.0927839706076323,6,3,5,1,19,1,15.0,5,5,17
28.0,4.7,4,4.0,2,1,3,1.0,0,3.0,9.835174003783012,6,3,6,1,27,1,15.0,5,5,29
32.0,4.8,5,4.0,0,2,2,3.0,1,3.0,8.97347302829764,12,2,2,0,16,1,10.0,10,10,44
36.0,4.8,3,1.0,1,3,2,1.0,0,2.0,1.0271033790144222,10,3,5,1,19,1,10.0,8,8,27
23.0,4.7,0,1.0,2,2,2,1.0,0,3.0,5.264787553335381,16,4,1,0,5,2,5.0,15,15,19
22.0,4.8,4,4.0,2,2,1,1.0,0,3.0,7.268998877174142,20,3,2,0,16,1,15.0,1,1,25
29.0,4.8,6,4.0,0,1,2,1.0,0,3.0,9.347976027919275,20,3,4,0,18,1,10.0,1,1,30
23.0,4.5,1,1.0,0,0,2,0.0,0,3.0,1.0225516048709047,19,3,1,0,1,1,5.0,2,2,23
28.0,4.8,5,1.0,2,2,2,0.0,0,3.0,2.1247950964907036,9,3,1,0,15,1,10.0,6,6,19
22.0,4.7,0,4.0,2,1,2,0.0,0,3.0,5.424833704111001,3,3,6,1,13,1,10.0,11,11,33
28.170731707317074,4.701785714285714,2,0.0,3,3,1,0.0,0,3.0,5.43825481900517,17,3,3,0,3,1,10.0,20,18,33
37.0,4.9,3,1.0,1,3,2,1.0,0,3.0,3.2784464735462904,6,4,4,0,1,2,15.0,5,5,22
32.0,4.8,0,1.0,0,2,2,2.0,0,2.0,11.964794802063702,17,4,0,0,4,2,15.0,18,18,37
20.0,4.6,5,4.0,2,3,3,1.0,0,2.0,3.166897343603517,18,3,0,0,7,1,5.0,7,7,10
30.0,4.1,5,4.0,0,2,2,1.0,0,3.0,8.308711284914743,20,3,5,1,12,1,10.0,1,1,37
21.0,4.5,0,4.0,0,2,2,1.0,0,3.0,5.19208575671354,20,3,6,1,13,1,5.0,1,1,29
20.0,4.5,3,1.0,0,1,2,1.0,0,3.0,11.298038741740783,10,3,4,0,25,1,15.0,8,8,19
34.0,4.8,5,4.0,1,1,3,1.0,0,3.0,12.060076171816489,13,2,0,0,14,1,15.0,5,5,28
21.0,4.9,1,2.0,1,1,2,0.0,0,3.0,8.700742718336498,17,4,0,0,4,2,15.0,18,18,25
21.0,4.5,0,2.0,0,2,2,1.0,0,3.0,8.242802892161675,21,3,1,0,8,1,15.0,1,1,32
28.0,4.9,4,1.0,2,2,3,0.0,0,2.0,8.742264532495385,6,4,0,0,4,2,5.0,5,5,17
39.0,4.6,3,2.0,2,3,2,1.0,0,3.0,9.560251803684723,9,3,2,0,23,1,10.0,6,13,30
33.0,4.4,6,3.0,1,0,2,0.0,0,3.0,3.9754639077174625,11,3,0,0,28,1,15.0,3,3,32
34.0,4.5,5,1.0,0,0,2,1.0,0,3.0,7.649481471259089,6,3,1,0,8,1,15.0,5,5,29
33.0,5.0,3,2.0,0,0,2,2.0,0,3.0,9.198455415260293,19,3,4,0,25,1,10.0,2,2,33
23.0,4.5,0,1.0,2,2,1,0.0,0,2.0,2.104461414512612,16,4,4,0,1,2,15.0,15,15,18
37.0,4.9,3,2.0,0,1,2,1.0,0,3.0,4.339907030162162,3,3,2,0,30,1,10.0,11,11,38
38.0,4.1,6,2.0,2,3,1,1.0,0,3.0,7.36640446647906,16,3,2,0,2,1,15.0,15,15,32
35.0,4.1,5,2.0,0,0,2,0.0,0,3.0,11.573787200184992,16,3,5,1,12,1,5.0,15,15,38
34.0,5.0,4,1.0,1,2,3,1.0,0,3.0,2.8684059334935568,15,2,3,0,17,1,5.0,9,9,20
27.0,4.3,0,2.0,1,2,2,1.0,0,3.0,7.436953702176349,9,3,6,1,6,1,10.0,6,13,32
20.0,4.6,3,1.0,1,1,3,0.0,0,3.0,2.0451098127442178,19,3,0,0,28,1,10.0,2,2,13
22.0,5.0,5,4.0,2,1,2,1.0,0,2.0,13.354468232939974,10,3,3,0,31,1,15.0,8,8,15
38.0,5.0,0,2.0,2,0,1,1.0,0,3.0,4.967024909182976,11,4,4,0,1,2,10.0,3,3,16
36.0,4.6,3,4.0,1,3,3,1.0,0,3.0,3.1155645829648435,20,4,6,1,3,2,5.0,1,1,25
27.0,4.6,6,1.0,2,1,1,1.0,0,2.0,5.278207861881531,18,3,2,0,30,1,15.0,7,7,10
36.0,4.6,1,3.0,2,2,1,0.0,0,3.0,2.0770430570295035,20,3,3,0,17,1,15.0,1,1,25
32.0,4.6,0,4.0,2,3,2,1.0,0,2.0,7.156798682673295,19,3,6,1,20,1,5.0,2,2,46
20.0,4.8,5,1.0,2,0,3,1.0,0,3.0,3.2554098246109167,3,4,4,0,1,2,5.0,11,11,21
31.0,4.3,0,1.0,0,0,2,2.0,0,0.0,13.614782619873674,2,2,5,1,12,1,15.0,7,7,37
20.0,4.7,0,1.0,0,1,2,1.0,0,2.0,5.422840550401802,5,3,4,0,11,1,15.0,0,0,16
32.0,4.9,1,1.0,0,2,2,0.0,0,2.0,2.0540567608772355,10,3,0,0,28,1,15.0,8,8,29
22.0,4.8,1,1.0,2,1,3,0.0,0,3.0,5.278998567159805,18,3,5,1,19,1,10.0,7,7,12
25.0,4.9,5,3.0,1,1,3,0.0,0,2.0,1.0559255639232323,18,3,3,0,17,1,15.0,7,7,13
30.175,4.611320754716981,4,2.0,0,1,2,1.0,0,3.0,13.682568458520766,16,3,6,1,27,1,10.0,15,15,30
29.0,4.8,6,4.0,2,1,2,1.0,0,3.0,2.9799773541355044,11,3,1,0,15,1,10.0,3,3,25
20.0,4.8,0,4.0,0,0,2,1.0,0,3.0,8.742387764637122,6,3,6,1,27,1,10.0,5,5,38
32.0,4.6,3,1.0,2,0,3,1.0,0,3.0,8.49785772225689,9,3,2,0,23,1,15.0,13,13,26
32.0,4.8,3,3.0,1,1,2,1.0,0,3.0,4.206016723666289,16,3,5,1,19,1,5.0,15,15,29
30.0,4.9,0,1.0,0,1,2,1.0,0,3.0,4.9694800925604286,11,3,3,0,24,1,10.0,3,3,23
38.0,4.8,1,1.0,1,0,3,0.0,0,2.0,2.060700745658445,21,3,3,0,17,1,5.0,1,1,16
31.0,4.5,6,4.0,1,0,2,2.0,0,3.0,10.574293166392076,7,2,2,0,16,1,15.0,17,17,39
39.0,4.0,0,4.0,1,3,2,1.0,0,3.0,5.768092250694952,7,2,4,0,11,1,5.0,17,17,37
32.0,4.6,0,4.0,0,2,2,0.0,0,3.0,5.13547224892434,10,4,4,0,1,2,5.0,8,8,29
32.0,4.9,5,3.0,0,2,2,1.0,0,3.0,1.0927830697573377,6,3,3,0,17,1,15.0,5,5,24
35.0,4.9,3,1.0,1,3,3,1.0,0,2.0,1.030359720862358,21,3,3,0,17,1,10.0,1,1,25
27.0,4.9,4,2.0,1,2,3,0.0,0,3.0,5.112774510451726,19,4,1,0,5,2,10.0,2,2,20
22.0,4.9,6,4.0,1,2,3,0.0,0,3.0,6.163418865219579,10,3,5,1,5,1,10.0,8,8,18
29.0,4.5,5,4.0,1,1,2,0.0,0,3.0,9.835144406199168,6,3,5,1,12,1,15.0,5,5,23
36.0,4.1,6,1.0,0,0,2,0.0,0,3.0,6.334421238066143,18,4,1,0,5,2,5.0,7,7,24
29.0,4.7,4,2.0,1,3,2,1.0,0,3.0,3.973619936638772,11,3,5,1,26,1,10.0,3,3,26
25.0,4.9,3,1.0,0,2,2,0.0,0,3.0,9.347782053501374,20,3,4,0,18,1,5.0,1,1,19
32.0,4.0,6,2.0,0,3,2,1.0,0,2.0,9.765987761545505,3,3,6,1,27,1,15.0,11,11,40
31.0,4.0,1,2.0,1,1,2,1.0,0,3.0,7.270118241822565,20,3,3,0,10,1,10.0,1,1,44
22.0,4.8,5,1.0,2,0,2,0.0,0,2.0,2.124868382411512,9,3,5,1,5,1,5.0,6,6,15
20.0,4.9,6,4.0,1,3,3,0.0,0,2.0,14.207062061083143,6,3,6,1,20,1,15.0,5,5,26
22.0,4.7,4,2.0,2,2,3,0.0,0,3.0,3.1553802279359933,16,3,3,0,24,1,10.0,15,15,24
20.0,4.9,3,3.0,1,2,3,0.0,0,2.0,3.973619936638772,11,3,0,0,7,1,15.0,3,3,14
30.0,4.9,3,2.0,2,1,1,1.0,0,3.0,5.43881130215858,17,3,1,0,1,1,10.0,18,18,34
23.0,4.8,5,1.0,2,2,3,0.0,0,3.0,5.960274515832613,11,3,4,0,11,1,5.0,3,3,24
28.0,4.8,4,1.0,0,3,2,0.0,0,2.0,11.936207233726892,3,3,4,0,18,1,15.0,11,11,15
30.0,5.0,6,4.0,2,3,2,1.0,0,3.0,5.424111776267859,5,3,2,0,9,1,5.0,0,0,25
25.0,4.8,1,1.0,2,1,3,1.0,0,2.0,5.981873976112614,12,2,6,1,13,1,5.0,10,10,14
28.0,4.6,3,4.0,1,3,2,1.0,0,0.0,5.982766558988849,12,2,6,1,13,1,5.0,10,10,11
25.0,4.7,5,4.0,1,0,3,0.0,0,2.0,7.270118241822565,20,4,2,0,6,2,5.0,1,1,19
27.0,4.7,5,3.0,1,3,2,1.0,0,2.0,2.185567940908054,6,3,2,0,30,1,15.0,5,5,15
21.0,4.8,5,2.0,1,2,3,0.0,0,2.0,6.556762951155067,6,3,3,0,3,1,5.0,5,5,13
24.0,4.9,4,2.0,2,2,3,0.0,0,3.0,11.297824542982308,10,3,1,0,8,1,15.0,8,8,24
22.0,4.6,1,1.0,0,2,2,1.0,0,3.0,10.928526276547565,11,3,1,0,29,1,15.0,3,3,23
38.0,4.9,6,2.0,2,3,2,1.0,0,3.0,5.135516871676175,10,3,3,0,17,1,5.0,8,8,29
27.0,4.1,4,1.0,0,1,2,0.0,0,3.0,3.1868382777317885,9,3,5,1,26,1,15.0,6,6,22
26.0,4.5,3,4.0,2,3,1,0.0,0,2.0,2.8681257504199107,15,2,3,0,17,1,10.0,9,9,19
21.0,4.8,3,1.0,2,2,2,0.0,0,2.0,2.1753023428113094,17,3,0,0,21,1,5.0,18,18,13
32.0,4.5,0,1.0,0,1,2,1.0,0,3.0,2.185674672760889,6,3,0,0,28,1,10.0,5,5,28
35.0,4.6,3,1.0,1,2,3,0.0,0,3.0,3.017387643643219,1,2,4,0,11,1,15.0,21,21,21
29.0,4.9,3,2.0,0,0,2,1.0,0,3.0,8.426997788562284,16,3,4,0,25,1,10.0,15,15,29
23.0,4.5,1,4.0,2,1,2,1.0,0,2.0,3.253670535255256,5,4,4,0,1,2,5.0,0,0,27
31.0,4.9,0,2.0,0,0,2,1.0,0,3.0,4.0900937735744725,19,4,6,1,3,2,15.0,2,2,30
20.0,4.8,3,2.0,2,1,1,1.0,0,3.0,4.337963275888381,5,4,6,1,3,2,5.0,0,0,20
39.0,4.8,3,3.0,2,0,3,1.0,0,3.0,4.222764719593893,18,3,3,0,24,1,5.0,7,7,29
33.0,4.9,6,1.0,1,3,2,1.0,0,3.0,5.312170943333696,9,3,1,0,15,1,15.0,6,6,26
28.0,4.8,5,4.0,2,3,2,1.0,0,3.0,5.311957957963068,9,3,1,0,1,1,15.0,6,6,18
22.0,4.9,1,4.0,1,2,2,1.0,0,3.0,6.171410207596666,14,2,6,1,13,1,10.0,14,14,25
34.0,4.7,4,3.0,0,2,2,3.0,0,3.0,1.0623904892750098,9,3,5,1,26,1,15.0,6,6,44
26.0,4.8,1,4.0,1,2,2,1.0,0,3.0,3.2538330503037014,5,3,5,1,26,1,10.0,0,0,26
21.0,4.9,1,2.0,0,2,2,1.0,0,3.0,12.021509333981728,6,3,6,1,27,1,15.0,5,5,38
22.0,4.9,3,2.0,0,3,2,0.0,0,3.0,6.134233895787055,19,3,2,0,9,1,10.0,2,2,12
30.0,4.7,3,1.0,1,2,2,1.0,0,3.0,3.255760224001295,3,4,4,0,1,2,10.0,11,11,29
23.0,4.7,0,4.0,2,2,1,1.0,0,3.0,12.9139276712385,11,3,6,1,6,1,15.0,3,3,38
33.0,4.2,6,1.0,0,0,2,1.0,0,3.0,1.0847333026923818,5,3,1,0,15,1,5.0,0,0,33
36.0,4.3,4,2.0,2,3,3,1.0,0,3.0,11.964831065915725,17,3,1,0,29,1,10.0,18,18,35
29.0,5.0,1,4.0,1,2,2,1.0,0,2.0,6.134955336036469,19,3,3,0,17,1,5.0,2,2,20
36.0,4.9,5,1.0,0,1,2,0.0,0,3.0,1.08506460901191,3,3,0,0,21,1,10.0,11,11,21
27.0,5.0,3,2.0,0,2,2,1.0,0,3.0,4.339907030162162,3,4,6,1,3,2,15.0,11,11,26
30.2,4.7,2,0.0,3,2,2,1.0,0,3.0,3.254724394446171,5,3,2,0,30,1,10.0,0,0,32
30.0,4.9,6,4.0,1,0,3,1.0,0,3.0,6.556782682876526,6,3,0,0,7,1,10.0,5,5,34
39.0,4.1,6,4.0,1,3,2,1.0,0,3.0,5.43868787350543,17,3,0,0,21,1,15.0,18,18,32
29.3,4.680000000000001,4,1.0,0,1,2,0.0,0,3.0,2.8852703798502595,7,2,3,0,17,1,10.0,17,17,27
33.0,4.9,5,1.0,0,2,2,1.0,0,3.0,2.1115677276089078,18,3,4,0,11,1,15.0,7,7,21
31.0,4.8,0,2.0,2,0,3,1.0,0,3.0,6.3336019380377175,18,3,0,0,21,1,10.0,7,7,18
24.0,4.5,1,2.0,2,0,3,0.0,0,3.0,11.964340037889777,17,4,0,0,4,2,10.0,18,18,25
21.0,5.0,5,4.0,1,3,2,0.0,0,3.0,7.436466199777951,9,3,1,0,29,1,15.0,6,13,18
